N_unmapped	1286506	1286506	1286506
N_multimapping	0	0	0
N_noFeature	94997	5224716	176881
N_ambiguous	232513	1030	108342
Migut.A00001.v2.0	565	0	565
Migut.A00002.v2.0	77	0	77
Migut.A00003.v2.0	820	0	820
Migut.A00004.v2.0	42	0	42
Migut.A00005.v2.0	132	0	132
Migut.A00006.v2.0	464	2	464
Migut.A00007.v2.0	202	0	202
Migut.A00008.v2.0	0	1	0
Migut.A00009.v2.0	166	0	167
Migut.A00010.v2.0	104	0	104
Migut.A00011.v2.0	232	0	232
Migut.A00012.v2.0	221	17	207
Migut.A00013.v2.0	223	0	223
Migut.A00014.v2.0	261	0	261
Migut.A00015.v2.0	215	0	215
Migut.A00016.v2.0	418	0	418
Migut.A00017.v2.0	40	0	40
Migut.A00018.v2.0	29	0	29
Migut.A00019.v2.0	23	4	27
Migut.A00020.v2.0	157	5	160
Migut.A00021.v2.0	46	0	46
Migut.A00022.v2.0	213	0	213
Migut.A00023.v2.0	83	0	83
Migut.A00024.v2.0	0	0	0
Migut.A00025.v2.0	0	0	0
Migut.A00026.v2.0	3	23	2
Migut.A00027.v2.0	119	0	141
Migut.A00028.v2.0	208	2	208
Migut.A00029.v2.0	695	1	695
Migut.A00030.v2.0	322	0	323
Migut.A00031.v2.0	5	4	1
Migut.A00032.v2.0	72	0	72
Migut.A00033.v2.0	1047	0	1047
Migut.A00034.v2.0	786	0	789
Migut.A00035.v2.0	10894	15	10929
Migut.A00036.v2.0	1	0	1
Migut.A00037.v2.0	1	0	1
Migut.A00038.v2.0	183	3	183
Migut.A00039.v2.0	70	0	70
Migut.A00040.v2.0	24	0	24
Migut.A00041.v2.0	23	0	23
Migut.A00042.v2.0	0	0	0
Migut.A00043.v2.0	497	1	497
Migut.A00044.v2.0	284	0	284
Migut.A00045.v2.0	163	0	163
Migut.A00046.v2.0	360	2	358
Migut.A00047.v2.0	72	0	72
Migut.A00048.v2.0	27	0	27
Migut.A00049.v2.0	0	0	0
Migut.A00050.v2.0	0	14	0
Migut.A00051.v2.0	120	1	119
Migut.A00052.v2.0	0	0	0
Migut.A00053.v2.0	64	0	64
Migut.A00054.v2.0	40	0	40
Migut.A00055.v2.0	1	0	1
Migut.A00056.v2.0	1	1	0
Migut.A00057.v2.0	0	0	0
Migut.A00058.v2.0	159	0	159
Migut.A00059.v2.0	43	0	43
Migut.A00060.v2.0	76	3	73
Migut.A00061.v2.0	0	0	0
Migut.A00062.v2.0	24	0	24
Migut.A00063.v2.0	108	0	108
Migut.A00064.v2.0	0	0	0
Migut.A00065.v2.0	93	0	93
Migut.A00066.v2.0	0	0	0
Migut.A00067.v2.0	476	0	476
Migut.A00068.v2.0	172	4	168
Migut.A00069.v2.0	0	0	0
Migut.A00070.v2.0	2	0	2
Migut.A00071.v2.0	126	0	126
Migut.A00072.v2.0	990	2	1106
Migut.A00073.v2.0	0	118	0
Migut.A00074.v2.0	310	0	310
Migut.A00075.v2.0	48	0	48
Migut.A00076.v2.0	1	1	0
Migut.A00077.v2.0	34	0	34
Migut.A00078.v2.0	259	1	259
Migut.A00079.v2.0	171	0	172
Migut.A00080.v2.0	270	27	243
Migut.A00081.v2.0	29	0	29
Migut.A00082.v2.0	23	0	23
Migut.A00083.v2.0	1677	0	1677
Migut.A00084.v2.0	33	0	33
Migut.A00085.v2.0	23	0	23
Migut.A00086.v2.0	85	0	87
Migut.A00087.v2.0	109	2	109
Migut.A00088.v2.0	1	0	1
Migut.A00089.v2.0	32	1	34
Migut.A00090.v2.0	0	0	0
Migut.A00091.v2.0	3	0	3
Migut.A00092.v2.0	0	0	0
Migut.A00093.v2.0	3	0	3
Migut.A00094.v2.0	0	0	1
Migut.A00095.v2.0	0	1	0
Migut.A00096.v2.0	0	1	0
Migut.A00097.v2.0	18	9	9
Migut.A00098.v2.0	150	40	142
Migut.A00099.v2.0	0	0	0
Migut.A00100.v2.0	2	0	2
Migut.A00101.v2.0	12	0	12
Migut.A00102.v2.0	4	0	4
Migut.A00103.v2.0	385	3	562
Migut.A00104.v2.0	12	178	14
Migut.A00105.v2.0	535	0	535
Migut.A00106.v2.0	450	1	451
Migut.A00107.v2.0	870	0	870
Migut.A00108.v2.0	134	0	134
Migut.A00109.v2.0	292	1	292
Migut.A00110.v2.0	96	0	96
Migut.A00111.v2.0	0	0	0
Migut.A00112.v2.0	0	0	0
Migut.A00113.v2.0	0	0	0
Migut.A00114.v2.0	79	0	79
Migut.A00115.v2.0	0	0	0
Migut.A00116.v2.0	0	0	0
Migut.A00117.v2.0	0	0	0
Migut.A00118.v2.0	3	0	3
Migut.A00119.v2.0	0	0	0
Migut.A00120.v2.0	1	0	1
Migut.A00121.v2.0	262	0	263
Migut.A00122.v2.0	5	9	4
Migut.A00123.v2.0	164	0	172
Migut.A00124.v2.0	0	0	0
Migut.A00125.v2.0	5	3	2
Migut.A00126.v2.0	966	2	964
Migut.A00127.v2.0	71	3	68
Migut.A00128.v2.0	57	2	57
Migut.A00129.v2.0	269	0	269
Migut.A00130.v2.0	400	18	382
Migut.A00131.v2.0	0	0	0
Migut.A00132.v2.0	45	1	44
Migut.A00133.v2.0	3	0	3
Migut.A00134.v2.0	85	2	83
Migut.A00135.v2.0	17	0	17
Migut.A00136.v2.0	49	0	49
Migut.A00137.v2.0	259	3	259
Migut.A00138.v2.0	239	1	239
Migut.A00139.v2.0	143	0	143
Migut.A00140.v2.0	42	0	42
Migut.A00141.v2.0	23	1	22
Migut.A00142.v2.0	118	1	118
Migut.A00143.v2.0	361	0	361
Migut.A00144.v2.0	9	0	10
Migut.A00145.v2.0	470	0	470
Migut.A00146.v2.0	440	1	441
Migut.A00147.v2.0	5	3	2
Migut.A00148.v2.0	292	0	292
Migut.A00149.v2.0	176	2	175
Migut.A00150.v2.0	0	1	0
Migut.A00151.v2.0	6	1	5
Migut.A00152.v2.0	241	0	241
Migut.A00153.v2.0	11	0	11
Migut.A00154.v2.0	53	0	53
Migut.A00155.v2.0	14579	15	14568
Migut.A00156.v2.0	271	3	268
Migut.A00157.v2.0	470	0	470
Migut.A00158.v2.0	48	4	44
Migut.A00159.v2.0	184	0	184
Migut.A00160.v2.0	115	0	115
Migut.A00161.v2.0	758	1	757
Migut.A00162.v2.0	263	0	263
Migut.A00163.v2.0	1166	1	1166
Migut.A00164.v2.0	5	1	4
Migut.A00165.v2.0	72	0	73
Migut.A00166.v2.0	166	0	166
Migut.A00167.v2.0	849	1	850
Migut.A00168.v2.0	141	0	141
Migut.A00169.v2.0	12	0	14
Migut.A00170.v2.0	67	0	67
Migut.A00171.v2.0	20	0	20
