scaffold_1	16838	16932	2	2	0	21	0	67
scaffold_1	17008	17486	2	2	0	28	0	44
scaffold_1	17531	17605	2	2	0	17	0	24
scaffold_1	17698	17788	2	2	0	15	0	25
scaffold_1	17837	17926	2	2	0	18	0	48
scaffold_1	18006	18675	2	2	0	21	0	41
scaffold_1	18787	18885	2	2	0	15	0	69
scaffold_1	19717	20154	2	4	0	6	0	55
scaffold_1	20209	20761	2	2	0	7	0	54
scaffold_1	20960	21036	2	2	0	16	0	67
scaffold_1	21164	21622	2	2	0	16	0	57
scaffold_1	21805	21883	2	2	0	16	0	74
scaffold_1	22088	23116	2	2	0	13	0	72
scaffold_1	24528	24621	2	2	0	4	0	41
scaffold_1	25552	25640	2	2	0	7	0	66
scaffold_1	25907	26520	2	2	0	4	0	68
scaffold_1	26830	27233	2	2	0	2	0	28
scaffold_1	26830	27239	2	2	0	4	0	53
scaffold_1	28091	28750	2	2	0	1	0	43
scaffold_1	28947	29707	2	2	0	3	0	45
scaffold_1	29946	30023	2	2	0	2	0	47
scaffold_1	30243	30371	2	2	0	2	0	39
scaffold_1	31842	31926	2	2	0	84	0	74
scaffold_1	32192	32914	2	2	0	87	0	75
scaffold_1	33082	33260	2	2	0	71	0	73
scaffold_1	33405	34277	2	2	0	66	0	73
scaffold_1	34388	34464	2	2	0	52	0	75
scaffold_1	34574	34670	2	2	0	32	0	74
scaffold_1	34761	34844	2	2	0	40	0	39
scaffold_1	34884	35030	2	2	0	45	0	39
scaffold_1	35226	35354	2	2	0	37	0	51
scaffold_1	35229	35354	2	2	0	1	0	51
scaffold_1	35574	35683	2	2	0	13	0	22
scaffold_1	35931	36644	0	0	0	3	0	61
scaffold_1	36953	37039	1	1	0	10	0	67
scaffold_1	37375	37450	1	1	0	10	0	73
scaffold_1	38269	38334	2	2	0	16	0	70
scaffold_1	38449	39333	2	2	0	10	0	70
scaffold_1	39505	39685	2	2	0	6	0	64
scaffold_1	39917	40394	2	2	0	8	0	47
scaffold_1	42206	42286	2	2	0	19	0	74
scaffold_1	42361	42748	2	2	0	14	0	69
scaffold_1	42876	43132	2	2	0	10	0	67
scaffold_1	43590	43950	2	2	0	19	0	74
scaffold_1	44076	44749	2	2	0	27	0	74
scaffold_1	44827	44914	2	2	0	16	0	62
scaffold_1	44977	45370	2	2	0	10	0	62
scaffold_1	45446	45595	2	2	0	5	0	72
scaffold_1	45699	45786	2	2	0	7	0	74
scaffold_1	45938	46352	2	2	0	12	0	73
scaffold_1	46551	47066	2	2	0	7	0	72
scaffold_1	47149	47232	2	2	0	8	0	71
scaffold_1	47343	48508	2	2	0	5	0	72
scaffold_1	48632	48720	2	2	0	6	0	67
scaffold_1	48788	49007	2	2	0	5	0	69
scaffold_1	49178	49279	2	2	0	11	0	66
scaffold_1	49419	49675	2	2	0	11	0	74
scaffold_1	49774	49876	2	2	0	6	0	54
scaffold_1	50020	50599	2	2	0	3	0	55
scaffold_1	50700	50805	2	2	0	5	0	51
scaffold_1	50857	51511	2	2	0	5	0	54
scaffold_1	51620	51703	2	2	0	7	0	74
scaffold_1	51917	52025	2	2	0	9	0	74
scaffold_1	52163	52299	2	2	0	9	0	74
scaffold_1	52396	52514	2	2	0	8	0	64
scaffold_1	52763	53430	2	2	0	9	0	57
scaffold_1	53593	53980	2	2	0	6	0	75
scaffold_1	54136	54225	2	2	0	7	0	46
scaffold_1	54364	55404	2	2	0	2	0	73
scaffold_1	55561	55688	2	2	0	2	0	67
scaffold_1	57167	58361	1	1	0	1	0	32
scaffold_1	58517	58610	1	1	0	57	0	40
scaffold_1	58517	59498	1	1	0	1	0	22
scaffold_1	58651	59498	1	1	0	52	0	40
scaffold_1	59580	59726	1	1	0	1	0	70
scaffold_1	59584	59726	1	1	0	42	0	73
scaffold_1	62045	62161	1	1	0	6	0	67
scaffold_1	62322	62674	1	1	0	14	0	65
scaffold_1	62812	63091	1	1	0	12	0	58
scaffold_1	63196	63304	1	1	0	5	0	55
scaffold_1	63401	64121	1	1	0	6	0	69
scaffold_1	64216	64474	1	1	0	8	0	71
scaffold_1	64596	64706	1	1	0	6	0	63
scaffold_1	64907	65178	1	1	0	12	0	56
scaffold_1	65283	65357	1	1	0	15	0	56
scaffold_1	65414	65765	1	1	0	13	0	56
scaffold_1	65856	65955	1	1	0	3	0	70
scaffold_1	66059	66233	1	1	0	10	0	70
scaffold_1	66336	66412	1	1	0	22	0	73
scaffold_1	66486	67404	1	1	0	19	0	74
scaffold_1	67569	67668	1	1	0	14	0	65
scaffold_1	67733	67816	1	1	0	16	0	67
scaffold_1	68899	69106	1	1	0	2	0	58
scaffold_1	69175	69263	1	1	0	5	0	71
scaffold_1	69466	69546	1	1	0	6	0	73
scaffold_1	69645	69729	1	1	0	11	0	70
scaffold_1	69800	69894	1	1	0	11	0	67
scaffold_1	69967	70045	1	1	0	9	0	72
scaffold_1	70160	70241	1	1	0	11	0	66
scaffold_1	71318	71409	2	4	0	77	0	52
scaffold_1	71500	71580	2	2	0	71	0	74
scaffold_1	71726	72364	2	2	0	76	0	75
scaffold_1	72466	72650	2	2	0	47	0	44
scaffold_1	72692	72781	2	2	0	25	0	19
scaffold_1	74220	74305	1	1	0	4	0	68
scaffold_1	74518	74605	1	1	0	9	0	74
scaffold_1	74788	74865	1	1	0	3	0	74
scaffold_1	74788	75222	1	1	0	1	0	53
scaffold_1	75151	75222	1	1	0	9	0	59
scaffold_1	75282	75373	1	1	0	11	0	39
