N_unmapped	6898299	6898299	6898299
N_multimapping	0	0	0
N_noFeature	657084	41560169	945854
N_ambiguous	1080023	5131	538451
Migut.A00001.v2.0	5911	3	5910
Migut.A00002.v2.0	903	5	898
Migut.A00003.v2.0	7454	8	7461
Migut.A00004.v2.0	414	8	409
Migut.A00005.v2.0	669	0	669
Migut.A00006.v2.0	4432	3	4429
Migut.A00007.v2.0	1592	0	1594
Migut.A00008.v2.0	18	4	14
Migut.A00009.v2.0	2032	15	2018
Migut.A00010.v2.0	1220	9	1211
Migut.A00011.v2.0	4423	0	4423
Migut.A00012.v2.0	1301	21	1282
Migut.A00013.v2.0	515	1	515
Migut.A00014.v2.0	1394	3	1393
Migut.A00015.v2.0	2467	6	2462
Migut.A00016.v2.0	1011	0	1011
Migut.A00017.v2.0	268	1	268
Migut.A00018.v2.0	465	0	465
Migut.A00019.v2.0	311	20	356
Migut.A00020.v2.0	623	57	632
Migut.A00021.v2.0	488	0	488
Migut.A00022.v2.0	1244	1	1243
Migut.A00023.v2.0	877	0	878
Migut.A00024.v2.0	0	0	0
Migut.A00025.v2.0	0	1	0
Migut.A00026.v2.0	18	12	17
Migut.A00027.v2.0	68	0	79
Migut.A00028.v2.0	2102	1	2102
Migut.A00029.v2.0	4882	2	4880
Migut.A00030.v2.0	4001	0	4001
Migut.A00031.v2.0	57	47	10
Migut.A00032.v2.0	963	0	963
Migut.A00033.v2.0	5762	48	5761
Migut.A00034.v2.0	5900	11	5934
Migut.A00035.v2.0	72201	28	72285
Migut.A00036.v2.0	73	0	73
Migut.A00037.v2.0	19	0	19
Migut.A00038.v2.0	1218	0	1218
Migut.A00039.v2.0	1252	0	1252
Migut.A00040.v2.0	162	25	137
Migut.A00041.v2.0	101	1	101
Migut.A00042.v2.0	7	0	7
Migut.A00043.v2.0	3924	2	3940
Migut.A00044.v2.0	2563	6	2564
Migut.A00045.v2.0	1775	0	1775
Migut.A00046.v2.0	1491	0	1491
Migut.A00047.v2.0	231	2	231
Migut.A00048.v2.0	1997	10	1993
Migut.A00049.v2.0	0	0	0
Migut.A00050.v2.0	0	70	0
Migut.A00051.v2.0	1650	4	1648
Migut.A00052.v2.0	0	0	0
Migut.A00053.v2.0	623	1	623
Migut.A00054.v2.0	460	0	460
Migut.A00055.v2.0	16	0	16
Migut.A00056.v2.0	3	3	3
Migut.A00057.v2.0	0	0	0
Migut.A00058.v2.0	1603	5	1599
Migut.A00059.v2.0	114	1	114
Migut.A00060.v2.0	434	21	413
Migut.A00061.v2.0	8	0	8
Migut.A00062.v2.0	159	2	159
Migut.A00063.v2.0	795	0	796
Migut.A00064.v2.0	0	0	0
Migut.A00065.v2.0	563	0	564
Migut.A00066.v2.0	0	7	0
Migut.A00067.v2.0	2093	1	2106
Migut.A00068.v2.0	1733	86	1664
Migut.A00069.v2.0	0	0	0
Migut.A00070.v2.0	7	0	7
Migut.A00071.v2.0	2417	8	2412
Migut.A00072.v2.0	5317	7	6047
Migut.A00073.v2.0	0	720	0
Migut.A00074.v2.0	2511	16	2510
Migut.A00075.v2.0	629	18	630
Migut.A00076.v2.0	4	4	0
Migut.A00077.v2.0	309	0	309
Migut.A00078.v2.0	1823	22	1827
Migut.A00079.v2.0	1997	11	2011
Migut.A00080.v2.0	1749	86	1664
Migut.A00081.v2.0	227	1	227
Migut.A00082.v2.0	246	1	249
Migut.A00083.v2.0	11453	7	11448
Migut.A00084.v2.0	316	14	316
Migut.A00085.v2.0	172	3	172
Migut.A00086.v2.0	726	1	726
Migut.A00087.v2.0	1029	1	1029
Migut.A00088.v2.0	8	0	8
Migut.A00089.v2.0	153	2	154
Migut.A00090.v2.0	2	0	2
Migut.A00091.v2.0	10	0	10
Migut.A00092.v2.0	4	3	2
Migut.A00093.v2.0	73	1	72
Migut.A00094.v2.0	10	0	12
Migut.A00095.v2.0	1	4	0
Migut.A00096.v2.0	1	6	0
Migut.A00097.v2.0	415	153	263
Migut.A00098.v2.0	1720	46	1676
Migut.A00099.v2.0	4	5	0
Migut.A00100.v2.0	57	1	57
Migut.A00101.v2.0	196	1	197
Migut.A00102.v2.0	9	0	9
Migut.A00103.v2.0	3611	60	4966
Migut.A00104.v2.0	81	1354	138
Migut.A00105.v2.0	3431	1	3433
Migut.A00106.v2.0	4673	10	4673
Migut.A00107.v2.0	4114	7	4114
Migut.A00108.v2.0	1413	2	1412
Migut.A00109.v2.0	2086	3	2086
Migut.A00110.v2.0	1209	1	1208
Migut.A00111.v2.0	0	0	0
Migut.A00112.v2.0	0	0	0
Migut.A00113.v2.0	9	1	8
Migut.A00114.v2.0	625	0	625
Migut.A00115.v2.0	0	0	0
Migut.A00116.v2.0	0	0	0
Migut.A00117.v2.0	0	0	0
Migut.A00118.v2.0	70	1	70
Migut.A00119.v2.0	0	0	0
Migut.A00120.v2.0	13	0	13
Migut.A00121.v2.0	1948	0	1964
Migut.A00122.v2.0	104	64	94
Migut.A00123.v2.0	724	0	778
Migut.A00124.v2.0	0	0	0
Migut.A00125.v2.0	56	20	36
Migut.A00126.v2.0	9130	14	9116
Migut.A00127.v2.0	5283	23	5274
Migut.A00128.v2.0	468	7	469
Migut.A00129.v2.0	3918	0	3920
Migut.A00130.v2.0	11432	121	11315
Migut.A00131.v2.0	0	1	0
Migut.A00132.v2.0	382	9	374
Migut.A00133.v2.0	58	1	58
Migut.A00134.v2.0	379	32	347
Migut.A00135.v2.0	119	0	119
Migut.A00136.v2.0	526	4	526
Migut.A00137.v2.0	1952	1	1954
Migut.A00138.v2.0	1345	8	1342
Migut.A00139.v2.0	1277	3	1275
Migut.A00140.v2.0	843	3	843
Migut.A00141.v2.0	302	6	296
Migut.A00142.v2.0	1488	1	1489
Migut.A00143.v2.0	5390	4	5387
Migut.A00144.v2.0	157	6	151
Migut.A00145.v2.0	4470	3	4468
Migut.A00146.v2.0	6513	7	6515
Migut.A00147.v2.0	35	14	21
Migut.A00148.v2.0	3081	0	3084
Migut.A00149.v2.0	1047	4	1043
Migut.A00150.v2.0	33	11	23
Migut.A00151.v2.0	68	14	54
Migut.A00152.v2.0	1662	2	1662
Migut.A00153.v2.0	240	0	240
Migut.A00154.v2.0	380	2	379
Migut.A00155.v2.0	78118	23	78113
Migut.A00156.v2.0	3557	21	3538
Migut.A00157.v2.0	2148	3	2145
Migut.A00158.v2.0	563	56	509
Migut.A00159.v2.0	1208	0	1208
Migut.A00160.v2.0	513	2	511
Migut.A00161.v2.0	6209	4	6207
Migut.A00162.v2.0	3397	3	3397
Migut.A00163.v2.0	6482	6	6477
Migut.A00164.v2.0	45	2	43
Migut.A00165.v2.0	1593	4	1594
Migut.A00166.v2.0	1323	1	1323
Migut.A00167.v2.0	8000	4	8004
Migut.A00168.v2.0	1857	0	1857
Migut.A00169.v2.0	191	0	192
Migut.A00170.v2.0	1046	14	1045
Migut.A00171.v2.0	258	0	259
Migut.A00172.v2.0	0	2	0
Migut.A00173.v2.0	0	2	0
Migut.A00174.v2.0	49	0	71
Migut.A00175.v2.0	445	23	445
Migut.A00176.v2.0	75	22	54
Migut.A00177.v2.0	4412	5	4425
Migut.A00178.v2.0	412	2	410
Migut.A00179.v2.0	1618	6	1619
Migut.A00180.v2.0	27	7	28
Migut.A00181.v2.0	36	11	34
Migut.A00182.v2.0	44	0	44
Migut.A00183.v2.0	2646	2	2655
Migut.A00184.v2.0	0	1	0
Migut.A00185.v2.0	1005	2	1006
Migut.A00186.v2.0	13	2	11
Migut.A00187.v2.0	30	4	30
Migut.A00188.v2.0	813	4	809
Migut.A00189.v2.0	9	3	6
Migut.A00190.v2.0	43	3	40
Migut.A00191.v2.0	678	1	679
Migut.A00192.v2.0	839	2	839
Migut.A00193.v2.0	2156	4	2157
Migut.A00194.v2.0	5028	15	5014
Migut.A00195.v2.0	178	0	178
Migut.A00196.v2.0	205	0	206
Migut.A00197.v2.0	359	0	359
Migut.A00198.v2.0	127	1	127
Migut.A00199.v2.0	16	0	16
Migut.A00200.v2.0	549	0	559
Migut.A00201.v2.0	121	121	11
Migut.A00202.v2.0	669	0	669
Migut.A00203.v2.0	1877	7	1879
Migut.A00204.v2.0	560	1	560
Migut.A00205.v2.0	16	3	14
Migut.A00206.v2.0	817	2	818
Migut.A00207.v2.0	1043	0	1043
Migut.A00208.v2.0	610	0	611
Migut.A00209.v2.0	1774	3	1772
Migut.A00210.v2.0	109	92	18
Migut.A00211.v2.0	561	1	560
Migut.A00212.v2.0	506	1	506
Migut.A00213.v2.0	3839	5	3837
Migut.A00214.v2.0	1	1	0
Migut.A00215.v2.0	0	0	0
Migut.A00216.v2.0	15	0	15
Migut.A00217.v2.0	1459	4	1456
Migut.A00218.v2.0	45	33	16
Migut.A00219.v2.0	3	1	2
Migut.A00220.v2.0	7962	2	7973
Migut.A00221.v2.0	27	0	27
Migut.A00222.v2.0	846	0	847
Migut.A00223.v2.0	1142	1	1142
Migut.A00224.v2.0	342	0	342
Migut.A00225.v2.0	480	1	480
Migut.A00226.v2.0	1818	0	1818
Migut.A00227.v2.0	1479	0	1480
Migut.A00228.v2.0	104	2	104
Migut.A00229.v2.0	428	0	428
Migut.A00230.v2.0	2404	1	2405
Migut.A00231.v2.0	5	3	5
Migut.A00232.v2.0	180	15	183
Migut.A00233.v2.0	443	0	443
Migut.A00234.v2.0	1216	21	1210
Migut.A00235.v2.0	511	1	511
Migut.A00236.v2.0	638	4	638
Migut.A00237.v2.0	20299	19	20284
Migut.A00238.v2.0	294	0	294
Migut.A00239.v2.0	0	0	0
Migut.A00240.v2.0	232	4	230
Migut.A00241.v2.0	4	1	3
Migut.A00242.v2.0	70	6	69
Migut.A00243.v2.0	1711	2	1717
Migut.A00244.v2.0	215	0	215
Migut.A00245.v2.0	942	0	942
Migut.A00246.v2.0	2932	1	2932
Migut.A00247.v2.0	1459	0	1459
Migut.A00248.v2.0	0	1277	5
Migut.A00249.v2.0	526	5	1802
Migut.A00250.v2.0	1029	0	1029
Migut.A00251.v2.0	873	0	873
Migut.A00252.v2.0	18	0	21
Migut.A00253.v2.0	47	14	37
Migut.A00254.v2.0	0	0	0
Migut.A00255.v2.0	35	9	26
Migut.A00256.v2.0	531	0	531
Migut.A00257.v2.0	2584	5	2584
Migut.A00258.v2.0	616	473	150
Migut.A00259.v2.0	10	3	14
Migut.A00260.v2.0	185	9	185
Migut.A00261.v2.0	1605	2	1603
Migut.A00262.v2.0	295	302	0
Migut.A00263.v2.0	176	0	185
Migut.A00264.v2.0	53	0	53
Migut.A00265.v2.0	0	0	0
Migut.A00266.v2.0	1	1	0
Migut.A00267.v2.0	0	0	0
Migut.A00268.v2.0	2072	1	2071
Migut.A00269.v2.0	3767	0	3768
Migut.A00270.v2.0	1113	0	1113
Migut.A00271.v2.0	1919	0	1919
Migut.A00272.v2.0	4132	4	4130
Migut.A00273.v2.0	3375	0	3375
Migut.A00274.v2.0	187	0	191
Migut.A00275.v2.0	41	45	0
Migut.A00276.v2.0	2736	2	2734
Migut.A00277.v2.0	1099	0	1099
Migut.A00278.v2.0	560	2	559
Migut.A00279.v2.0	40	0	40
Migut.A00280.v2.0	122	0	122
Migut.A00281.v2.0	109	4	107
Migut.A00282.v2.0	1745	31	1716
Migut.A00283.v2.0	0	0	0
Migut.A00284.v2.0	248	0	248
Migut.A00285.v2.0	1949	1	1948
Migut.A00286.v2.0	7200	10	7192
Migut.A00287.v2.0	0	3	0
Migut.A00288.v2.0	1672	8	1664
Migut.A00289.v2.0	336	0	336
Migut.A00290.v2.0	0	0	0
Migut.A00291.v2.0	0	0	0
Migut.A00292.v2.0	684	35	649
Migut.A00293.v2.0	52	52	0
Migut.A00294.v2.0	26	0	26
Migut.A00295.v2.0	0	0	0
Migut.A00296.v2.0	125	8	117
Migut.A00297.v2.0	0	0	0
Migut.A00298.v2.0	276	0	276
Migut.A00299.v2.0	1864	4	1861
Migut.A00300.v2.0	1538	1	1537
Migut.A00301.v2.0	523	2	522
Migut.A00302.v2.0	1014	5	1012
Migut.A00303.v2.0	862	0	862
Migut.A00304.v2.0	29	2	27
Migut.A00305.v2.0	961	1	960
Migut.A00306.v2.0	0	0	0
Migut.A00307.v2.0	357	2	356
Migut.A00308.v2.0	0	1	0
Migut.A00309.v2.0	6075	2	6073
Migut.A00310.v2.0	3657	5	3653
Migut.A00311.v2.0	9266	3	9263
Migut.A00312.v2.0	249	0	249
Migut.A00313.v2.0	61	0	149
Migut.A00314.v2.0	0	88	0
Migut.A00315.v2.0	24	0	24
Migut.A00316.v2.0	2	0	2
Migut.A00317.v2.0	652	1	651
Migut.A00318.v2.0	0	0	0
Migut.A00319.v2.0	1	1	0
Migut.A00320.v2.0	156	0	157
Migut.A00321.v2.0	0	0	0
Migut.A00322.v2.0	0	0	0
Migut.A00323.v2.0	74	0	74
Migut.A00324.v2.0	0	0	0
Migut.A00325.v2.0	1	0	1
Migut.A00326.v2.0	0	2	0
Migut.A00327.v2.0	841	1	843
Migut.A00328.v2.0	751	4	749
Migut.A00329.v2.0	69	0	69
Migut.A00330.v2.0	0	0	0
Migut.A00331.v2.0	2349	41	2308
Migut.A00332.v2.0	2950	1	2953
Migut.A00333.v2.0	20	0	20
Migut.A00334.v2.0	0	0	0
Migut.A00335.v2.0	1	14	2
Migut.A00336.v2.0	16	1	29
Migut.A00337.v2.0	363	0	363
Migut.A00338.v2.0	3	0	4
Migut.A00339.v2.0	0	1	0
Migut.A00340.v2.0	26	1	25
Migut.A00341.v2.0	2	2	0
Migut.A00342.v2.0	2	2	0
Migut.A00343.v2.0	3	1	2
Migut.A00344.v2.0	0	2	0
Migut.A00345.v2.0	0	1	0
Migut.A00346.v2.0	1	0	1
Migut.A00347.v2.0	2	0	2
Migut.A00348.v2.0	3	3	0
Migut.A00349.v2.0	76	47	29
Migut.A00350.v2.0	2	0	2
Migut.A00351.v2.0	1181	2	1180
Migut.A00352.v2.0	849	6	847
Migut.A00353.v2.0	0	0	0
Migut.A00354.v2.0	1286	1	1286
Migut.A00355.v2.0	7	0	7
Migut.A00356.v2.0	0	0	0
Migut.A00357.v2.0	1066	0	1069
Migut.A00358.v2.0	469	1	468
Migut.A00359.v2.0	1814	0	1818
Migut.A00360.v2.0	197	0	197
Migut.A00361.v2.0	1219	1	1219
Migut.A00362.v2.0	312	89	982
Migut.A00363.v2.0	217	670	306
Migut.A00364.v2.0	979	0	981
Migut.A00365.v2.0	7089	11	7081
Migut.A00366.v2.0	322	0	323
Migut.A00367.v2.0	128	1	127
Migut.A00368.v2.0	25	0	25
Migut.A00369.v2.0	1	0	1
Migut.A00370.v2.0	114	0	114
Migut.A00371.v2.0	0	0	0
Migut.A00372.v2.0	2	0	2
Migut.A00373.v2.0	0	0	0
Migut.A00374.v2.0	0	0	0
Migut.A00375.v2.0	0	0	0
Migut.A00376.v2.0	161	149	13
Migut.A00377.v2.0	36	0	36
Migut.A00378.v2.0	0	3	0
Migut.A00379.v2.0	27	0	27
Migut.A00380.v2.0	0	1	0
Migut.A00381.v2.0	111	5	106
Migut.A00382.v2.0	73	73	0
Migut.A00383.v2.0	1971	0	1971
Migut.A00384.v2.0	1913	0	1913
Migut.A00385.v2.0	2823	0	2823
Migut.A00386.v2.0	1	1	0
Migut.A00387.v2.0	0	0	0
Migut.A00388.v2.0	682	27	1142
Migut.A00389.v2.0	19	469	43
Migut.A00390.v2.0	105	1	105
Migut.A00391.v2.0	6701	0	6703
Migut.A00392.v2.0	240	2	238
Migut.A00393.v2.0	37	6	31
Migut.A00394.v2.0	3760	33	3733
Migut.A00395.v2.0	1033	22	1012
Migut.A00396.v2.0	509	0	509
Migut.A00397.v2.0	0	0	0
Migut.A00398.v2.0	468	1	467
Migut.A00399.v2.0	3707	4	3704
Migut.A00400.v2.0	1040	1	1040
Migut.A00401.v2.0	6391	5	6389
Migut.A00402.v2.0	437	13	435
Migut.A00403.v2.0	13810	15	13809
Migut.A00404.v2.0	2820	0	2911
Migut.A00405.v2.0	544	1	545
Migut.A00406.v2.0	1	0	1
Migut.A00407.v2.0	904	1	903
Migut.A00408.v2.0	2	0	2
Migut.A00409.v2.0	30	11	19
Migut.A00410.v2.0	4	14	0
Migut.A00411.v2.0	216	194	22
Migut.A00412.v2.0	502	498	4
Migut.A00413.v2.0	18	17	1
Migut.A00414.v2.0	4	3	1
Migut.A00415.v2.0	93	44	49
Migut.A00416.v2.0	2	4	0
Migut.A00417.v2.0	1940	2	1941
Migut.A00418.v2.0	0	0	0
Migut.A00419.v2.0	0	0	0
Migut.A00420.v2.0	0	0	0
Migut.A00421.v2.0	0	2	0
Migut.A00422.v2.0	4	0	4
Migut.A00423.v2.0	0	0	0
Migut.A00424.v2.0	0	2	0
Migut.A00425.v2.0	0	0	0
Migut.A00426.v2.0	0	0	0
Migut.A00427.v2.0	64	1	63
Migut.A00428.v2.0	258	10	248
Migut.A00429.v2.0	2098	1	2098
Migut.A00430.v2.0	2586	2	2587
Migut.A00431.v2.0	495	0	495
Migut.A00432.v2.0	352	0	352
Migut.A00433.v2.0	0	0	0
Migut.A00434.v2.0	33	33	0
Migut.A00435.v2.0	30	4	27
Migut.A00436.v2.0	445	223	229
Migut.A00437.v2.0	123	46	78
Migut.A00438.v2.0	1384	0	1384
Migut.A00439.v2.0	3827	0	3828
Migut.A00440.v2.0	1142	3	1142
Migut.A00441.v2.0	1045	57	988
Migut.A00442.v2.0	4681	4	4679
Migut.A00443.v2.0	7994	27	14666
Migut.A00444.v2.0	1	6647	14
Migut.A00445.v2.0	49	16	33
Migut.A00446.v2.0	855	8	848
Migut.A00447.v2.0	1864	61	1807
Migut.A00448.v2.0	2	2	3
Migut.A00449.v2.0	547	4	547
Migut.A00450.v2.0	175	19	159
Migut.A00451.v2.0	6	0	6
Migut.A00452.v2.0	2	0	2
Migut.A00453.v2.0	742	4	755
Migut.A00454.v2.0	1368	18	1367
Migut.A00455.v2.0	0	8	0
Migut.A00456.v2.0	773	2	772
Migut.A00457.v2.0	16	0	16
Migut.A00458.v2.0	0	0	0
Migut.A00459.v2.0	2719	8	2719
Migut.A00460.v2.0	3522	0	3523
Migut.A00461.v2.0	0	0	0
Migut.A00462.v2.0	1771	79	1771
Migut.A00463.v2.0	28	1	27
Migut.A00464.v2.0	81	2	81
Migut.A00465.v2.0	1231	1	1232
Migut.A00466.v2.0	30	0	30
Migut.A00467.v2.0	3	0	3
Migut.A00468.v2.0	2515	0	2515
Migut.A00469.v2.0	5674	3	5675
Migut.A00470.v2.0	2641	308	2335
Migut.A00471.v2.0	529	46	718
Migut.A00472.v2.0	66	201	101
Migut.A00473.v2.0	366	10	358
Migut.A00474.v2.0	2444	4	2446
Migut.A00475.v2.0	435	15	436
Migut.A00476.v2.0	0	1	8
Migut.A00477.v2.0	3	1	3
Migut.A00478.v2.0	162	9	180
Migut.A00479.v2.0	10	20	9
Migut.A00480.v2.0	567	2	566
Migut.A00481.v2.0	1	0	1
Migut.A00482.v2.0	16	0	16
Migut.A00483.v2.0	2368	2	2368
Migut.A00484.v2.0	4508	1	4508
Migut.A00485.v2.0	550	71	595
Migut.A00486.v2.0	1143	47	1213
Migut.A00487.v2.0	734	3	731
Migut.A00488.v2.0	0	3	0
Migut.A00489.v2.0	0	0	0
Migut.A00490.v2.0	0	0	0
Migut.A00491.v2.0	0	0	0
Migut.A00492.v2.0	1974	0	1974
Migut.A00493.v2.0	6668	7	6679
Migut.A00494.v2.0	499	0	501
Migut.A00495.v2.0	681	0	681
Migut.A00496.v2.0	535	11	524
Migut.A00497.v2.0	170	1	169
Migut.A00498.v2.0	21	21	0
Migut.A00499.v2.0	18	25	1
Migut.A00500.v2.0	30286	4	30304
Migut.A00501.v2.0	1427	1	1428
Migut.A00502.v2.0	3469	10	3461
Migut.A00503.v2.0	730	0	730
Migut.A00504.v2.0	1729	1	1732
Migut.A00505.v2.0	175	0	185
